Method Name,Type,Category,Flow ID,Impact Factor
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1277,0.598945047355312
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,146,0.599675769853907
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1274,0.598214324856718
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1276,0.598214324856718
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1275,0.598214324856718
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1401,0.370570086416968
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,257,0.370801014182593
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1398,0.370339158651343
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1400,0.370339158651343
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1399,0.370339158651343
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1425,0.402295477823964
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,263,0.402695095620198
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1422,0.401895860027731
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1424,0.401895860027731
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1423,0.401895860027731
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1437,0.718367825091651
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,266,0.719284527451667
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1434,0.717451122731634
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1436,0.717451122731634
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1435,0.717451122731634
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1697,17.698522214091
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,459,17.7132381989169
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1694,17.6838062292652
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1696,17.6838062292652
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1695,17.6838062292652
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1721,0.222898519199581
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,465,0.223151679897101
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1718,0.222645358502061
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1720,0.222645358502061
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1719,0.222645358502061
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1741,0.100514097512168
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,470,0.100606463619499
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1738,0.100421731404836
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1740,0.100421731404836
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1739,0.100421731404836
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1745,0.123086012846965
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,472,0.125391144114623
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1742,0.120780881579307
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1744,0.120780881579307
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1743,0.120780881579307
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2105,82.0443059499654
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,763,102.400169234422
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2102,61.688442665509
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2104,61.688442665509
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2103,61.688442665509
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,997,2.13106953390709
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,994,1.87535820035256
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,995,1.87535820035256
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1,2.38678086746163
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,996,1.87535820035256
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2424,3.94843416201552
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2422,2.73242930247736e-06
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2423,7.89686559160173
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2420,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2421,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1001,0.385122721665326
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,998,0.387259769285585
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,999,0.387259769285585
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2,0.382985674045067
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1000,0.387259769285585
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2429,11.3892953702782
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2427,0.0045400773389249
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2428,22.7740506632175
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2425,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2426,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3676,75.2233214013442
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,4,37.226947645749
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3983,582.628851011796
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3984,926.502966170328
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3986,1965.84664626786
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3985,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3992,454.299953013966
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3991,105.589405785945
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3994,22591.1309619354
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3993,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3934,69.9825599945322
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3935,75.8603652828454
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3937,1867.60964975562
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,3936,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,4062,1652.80580060691
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1009,10.8904331947512
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1006,3.0300903429006
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1007,3.0300903429006
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,5,18.7507760466018
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1008,3.0300903429006
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2439,35.7287873373894
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2437,4.25334984987812e-06
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2438,71.457570421429
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2435,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2436,0.0
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1017,0.369997559941779
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1014,0.370601464530455
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1015,0.370601464530455
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,7,0.369393655353103
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,1016,0.370601464530455
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2444,7.09904226502922
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2442,0.0061076303697381
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2443,14.1919768996887
IMPACT World+ Midpoint 2.0, Midpoint, Freshwater ecotoxicity,2440,0.0
